,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
23688,2015110804,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-11-08 18:00:00,9,Sunday,2015,Regular,BUF,MIA,33,17,1.1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,47f Clear,Bills,2015.0,9.0,BUF,Buffalo,Bills,47.0,Clear,Good,4.1,5.3333333333333375,9.660000000000002,7.0,8.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0
23694,2015111200,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-11-13 01:25:00,10,Thursday,2015,Regular,NYJ,BUF,17,22,7.7,0,0,0,0,0,0,5,0,0,52,0,0,0,0,0,6,0,0,56f Partly Cloudy,Jets,2015.0,10.0,NYJ,New York,Jets,56.0,Partly Cloudy,Good,1.0999999999999996,5.300000000000005,6.540000000000003,6.333333333333332,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23700,2015112300,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-11-24 01:30:00,11,Monday,2015,Regular,NE,BUF,20,13,1.9,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,3,0,0,28f Clear,Patriots,2015.0,11.0,NE,New England,Patriots,28.0,Clear,Good,7.700000000000001,4.300000000000005,4.960000000000003,4.0,5.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0
23706,2015112908,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,KC,BUF,30,22,5.6,0,0,0,0,0,0,5,0,0,31,0,0,0,0,0,8,0,0,34f Light Rain,Chiefs,2015.0,12.0,KC,Kansas City,Chiefs,34.0,Light Rain,Wet,1.9000000000000008,3.5666666666666718,5.100000000000001,3.333333333333333,5.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23712,2015120601,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-12-06 18:00:00,13,Sunday,2015,Regular,BUF,HOU,30,21,14.6,0,0,0,0,0,0,4,1,0,66,0,0,0,0,0,7,0,0,49f Mostly Cloudy,Bills,2015.0,13.0,BUF,Buffalo,Bills,49.0,Mostly Cloudy,Good,5.6000000000000005,5.066666666666673,4.080000000000002,5.666666666666668,4.6,0.0,0.0,8.0,0.0,0.0,0.0,0.0
23717,2015121300,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,PHI,BUF,23,20,1.4,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,2,0,0,69f Mostly Cloudy,Eagles,2015.0,14.0,PHI,Philadelphia,Eagles,69.0,Mostly Cloudy,Good,14.600000000000005,7.366666666666673,6.180000000000002,6.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
26615,2015091401,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-09-15 02:20:00,1,Monday,2015,Regular,SF,MIN,20,3,31.200000000000006,0,0,0,0,0,0,2,0,0,14,168,2,0,0,0,2,26,0,64f Mostly Cloudy,49ers,2015.0,1.0,SF,San Francisco,49ers,64.0,Mostly Cloudy,Good,1.1000000000000014,2.6,2.500000000000001,3.333333333333333,3.6,0.3333333333333333,0.2,3.0,1.0,0.0,0.0,0.0
26619,2015092009,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-09-20 17:00:00,2,Sunday,2015,Regular,PIT,SF,43,18,6.1,0,1,0,0,0,0,4,0,0,18,43,0,0,0,0,4,14,0,69f Clear,Steelers,2015.0,2.0,PIT,Pittsburgh,Steelers,69.0,Clear,Good,31.200000000000006,,,,,,,2.0,26.0,0.0,,
26623,2015092710,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-09-27 20:05:00,3,Sunday,2015,Regular,ARI,SF,47,7,6.6000000000000005,0,0,0,0,0,0,1,0,0,10,51,0,0,0,0,1,15,0,DOME,Cardinals,2015.0,3.0,ARI,Arizona,Cardinals,65.0,DOME,Good,6.100000000000001,,,,,,,4.0,14.0,0.0,,
26627,2015100409,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-10-04 20:25:00,4,Sunday,2015,Regular,SF,GB,3,17,2.7,0,0,0,0,0,0,1,0,0,2,20,0,0,0,0,1,8,0,76f Clear,49ers,2015.0,4.0,SF,San Francisco,49ers,76.0,Clear,Good,6.600000000000002,14.633333333333335,,2.333333333333333,,18.33333333333333,,1.0,15.0,0.0,0.0,
26631,2015101111,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-10-12 00:30:00,5,Sunday,2015,Regular,NYG,SF,30,27,16.2,0,0,0,0,0,0,1,0,0,4,93,1,0,0,0,5,21,0,57f Clear,Giants,2015.0,5.0,NYG,New York,Giants,57.0,Clear,Good,2.700000000000004,5.133333333333336,,2.0,,12.333333333333336,,1.0,8.0,0.0,0.0,
26635,2015101810,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-10-18 20:25:00,6,Sunday,2015,Regular,SF,BAL,25,20,7.0,0,0,0,0,0,0,2,0,0,5,55,0,0,0,0,2,21,0,68f Partly Cloudy,49ers,2015.0,6.0,SF,San Francisco,49ers,68.0,Partly Cloudy,Good,16.200000000000006,8.500000000000002,12.560000000000002,2.333333333333333,2.6,14.666666666666664,16.8,5.0,21.0,0.0,0.0,0.0
26639,2015102200,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2015-10-23 00:25:00,7,Thursday,2015,Regular,SF,SEA,3,20,4.0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,11,0,66f Clear,49ers,2015.0,7.0,SF,San Francisco,49ers,66.0,Clear,Good,7.000000000000004,8.633333333333335,7.7200000000000015,2.6666666666666665,2.6,16.666666666666668,15.8,2.0,21.0,0.0,0.0,0.0
26689,2015091305,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-09-13 17:00:00,1,Sunday,2015,Regular,NYJ,CLE,31,10,22.5,0,0,0,0,0,0,1,0,0,9,91,2,0,0,0,1,20,0,76f Partly Cloudy,Jets,2015.0,1.0,NYJ,New York,Jets,76.0,Partly Cloudy,Good,4.000000000000004,9.066666666666668,7.3000000000000025,2.333333333333333,1.8,17.666666666666668,15.2,0.0,11.0,0.0,0.0,0.0
26693,2015092100,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-09-22 00:30:00,2,Monday,2015,Regular,IND,NYJ,7,20,7.0,0,0,0,0,0,0,2,0,0,3,57,0,0,0,0,2,14,0,DOME,Colts,2015.0,2.0,IND,Indianapolis,Colts,65.0,DOME,Good,22.5,,,,,,,1.0,20.0,0.0,,
26702,2015100400,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-10-04 13:30:00,4,Sunday,2015,Regular,MIA,NYJ,14,27,22.6,0,0,0,0,0,0,0,0,0,0,166,1,0,0,0,2,29,0,62f Partly Cloudy,Dolphins,2015.0,4.0,MIA,Miami,Dolphins,62.0,Partly Cloudy,Good,7.0,,,,,,,2.0,14.0,0.0,,
26712,2015101801,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-10-18 17:00:00,6,Sunday,2015,Regular,NYJ,WAS,34,20,27.1,0,0,0,0,0,0,3,0,0,50,146,1,0,0,0,3,20,0,48f Mostly Cloudy,Jets,2015.0,6.0,NYJ,New York,Jets,48.0,Mostly Cloudy,Good,22.6,17.366666666666667,,1.6666666666666667,,21.0,,2.0,29.0,0.0,0.0,
26718,2015102503,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-10-25 17:00:00,7,Sunday,2015,Regular,NE,NYJ,30,23,12.3,0,0,0,0,0,0,2,1,0,12,41,0,0,0,0,2,17,0,58f Mostly Cloudy,Patriots,2015.0,7.0,NE,New England,Patriots,58.0,Mostly Cloudy,Good,27.1,18.9,,2.333333333333333,,21.0,,3.0,20.0,0.0,0.0,
26725,2015110109,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-11-01 21:05:00,8,Sunday,2015,Regular,OAK,NYJ,34,20,5.6000000000000005,0,0,0,0,0,0,3,0,0,24,17,0,0,0,0,5,15,0,68f Partly Cloudy,Raiders,2015.0,8.0,OAK,Oakland,Raiders,68.0,Partly Cloudy,Good,12.300000000000004,20.666666666666668,18.3,2.333333333333333,2.0,22.0,20.0,2.0,17.0,0.0,0.0,0.0
26732,2015110805,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-11-08 18:00:00,9,Sunday,2015,Regular,NYJ,JAX,28,23,18.3,0,0,0,0,0,0,3,0,0,22,26,2,0,0,0,3,23,0,57f Clear,Jets,2015.0,9.0,NYJ,New York,Jets,57.0,Clear,Good,5.600000000000005,14.999999999999998,14.919999999999998,3.333333333333333,2.8,17.333333333333332,19.0,5.0,15.0,0.0,0.0,0.0
26737,2015111200,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-11-13 01:25:00,10,Thursday,2015,Regular,NYJ,BUF,17,22,12.5,0,1,0,0,0,0,2,0,0,36,99,0,0,0,0,3,18,0,56f Partly Cloudy,Jets,2015.0,10.0,NYJ,New York,Jets,56.0,Partly Cloudy,Good,18.300000000000004,12.066666666666665,17.18,3.333333333333333,3.0,18.33333333333333,20.8,3.0,23.0,0.0,0.0,0.0
26743,2015112203,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-11-22 18:00:00,11,Sunday,2015,Regular,HOU,NYJ,24,17,5.0,0,0,0,0,0,0,1,0,0,9,36,0,0,0,0,1,8,0,52f Clear,Texans,2015.0,11.0,HOU,Houston,Texans,52.0,Clear,Good,12.500000000000005,12.133333333333333,15.159999999999995,3.6666666666666665,3.2,18.666666666666668,18.6,3.0,18.0,0.0,0.0,0.0
26750,2015112905,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,NYJ,MIA,38,20,17.200000000000006,0,0,0,0,0,0,2,0,0,15,87,1,0,0,0,2,21,0,48f Clear,Jets,2015.0,12.0,NYJ,New York,Jets,48.0,Clear,Good,5.000000000000004,11.93333333333333,10.739999999999995,2.333333333333333,2.8,16.333333333333332,16.2,1.0,8.0,0.0,0.0,0.0
26757,2015120600,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-12-06 18:00:00,13,Sunday,2015,Regular,NYG,NYJ,20,23,7.4,0,1,0,0,0,0,5,0,0,22,47,0,0,0,0,5,10,0,52f Clear,Giants,2015.0,13.0,NYG,New York,Giants,52.0,Clear,Good,17.200000000000006,11.566666666666665,11.719999999999995,2.0,2.8,15.666666666666664,17.0,2.0,21.0,0.0,0.0,0.0
26763,2015121301,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,NYJ,TEN,30,8,11.2,0,0,0,0,0,0,1,0,0,6,101,0,0,0,0,2,22,0,65f Mostly Cloudy,Jets,2015.0,14.0,NYJ,New York,Jets,65.0,Mostly Cloudy,Good,7.400000000000006,9.866666666666662,12.079999999999995,2.6666666666666665,2.8,13.0,16.0,5.0,10.0,0.0,0.0,0.0
26768,2015121900,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-12-20 01:25:00,15,Saturday,2015,Regular,DAL,NYJ,16,19,4.7,0,0,0,0,0,0,1,0,0,5,37,0,0,0,0,2,13,0,50f Clear,Cowboys,2015.0,15.0,DAL,Dallas,Cowboys,50.0,Clear,Good,11.200000000000006,11.93333333333333,10.659999999999997,3.0,2.6,17.666666666666668,15.8,2.0,22.0,0.0,0.0,0.0
26774,2015122702,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2015-12-27 18:00:00,16,Sunday,2015,Regular,NYJ,NE,26,20,6.2,0,0,0,0,0,0,4,0,0,4,38,0,0,0,0,4,11,0,56f Overcast,Jets,2015.0,16.0,NYJ,New York,Jets,56.0,Overcast,Good,4.700000000000008,7.766666666666663,9.099999999999998,3.0,2.4,15.0,14.8,2.0,13.0,0.0,0.0,0.0
26781,2016010300,00-0027531,NYJ,C.Ivory,RB,9.0,72.0,223.0,2016-01-03 18:00:00,17,Sunday,2015,Regular,BUF,NYJ,22,17,8.1,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,6,0,30f Partly Cloudy,Bills,2015.0,17.0,BUF,Buffalo,Bills,30.0,Partly Cloudy,Good,6.200000000000008,7.366666666666663,9.339999999999998,2.6666666666666665,3.0,15.333333333333336,15.4,4.0,11.0,0.0,0.0,0.0
29614,2015091302,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-09-13 17:00:00,1,Sunday,2015,Regular,JAX,CAR,9,20,13.5,0,0,1,175,1,0,0,0,0,0,35,0,0,0,0,0,14,31,81f Partly Cloudy,Jaguars,2015.0,1.0,JAX,Jacksonville,Jaguars,81.0,Partly Cloudy,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29621,2015092000,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-09-20 17:00:00,2,Sunday,2015,Regular,CAR,HOU,24,17,28.4,0,0,1,195,2,0,0,0,0,0,76,1,0,0,0,0,10,37,88f Partly Cloudy,Panthers,2015.0,2.0,CAR,Carolina,Panthers,88.0,Partly Cloudy,Good,13.5,,,,,,,0.0,14.0,31.0,,
29628,2015092701,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-09-27 17:00:00,3,Sunday,2015,Regular,CAR,NO,27,22,29.9,0,0,0,315,2,0,0,0,0,0,33,1,0,0,0,0,7,31,67f Overcast,Panthers,2015.0,3.0,CAR,Carolina,Panthers,67.0,Overcast,Good,28.40000000000001,,,,,,,0.0,10.0,37.0,,
29634,2015100406,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-10-04 17:00:00,4,Sunday,2015,Regular,TB,CAR,23,37,16.060000000000002,0,1,0,124,2,0,0,0,0,0,51,0,0,0,0,0,12,22,75f Partly Cloudy,Buccaneers,2015.0,4.0,TB,Tampa Bay,Buccaneers,75.0,Partly Cloudy,Good,29.90000000000001,23.933333333333334,,0.0,,10.333333333333334,,0.0,7.0,31.0,33.0,
29645,2015101808,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-10-18 20:05:00,6,Sunday,2015,Regular,SEA,CAR,23,27,21.76,0,0,2,269,1,0,0,0,0,0,30,1,0,0,0,0,7,36,59f Overcast,Seahawks,2015.0,6.0,SEA,Seattle,Seahawks,59.0,Overcast,Good,16.060000000000006,24.78666666666667,,0.0,,9.666666666666666,,0.0,12.0,22.0,30.0,
29652,2015102511,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-10-26 00:30:00,7,Sunday,2015,Regular,CAR,PHI,27,16,16.88,0,0,3,197,1,0,0,0,0,0,20,1,0,0,0,0,4,24,64f Mostly Cloudy,Panthers,2015.0,7.0,CAR,Carolina,Panthers,64.0,Mostly Cloudy,Good,21.760000000000005,22.57333333333333,21.924,0.0,0.0,8.666666666666666,10.0,0.0,7.0,36.0,29.66666666666667,31.4
29658,2015110200,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-11-03 01:30:00,8,Monday,2015,Regular,CAR,IND,29,26,19.020000000000003,0,1,1,248,2,0,0,0,0,0,41,0,0,0,0,0,10,35,62f Rain,Panthers,2015.0,8.0,CAR,Carolina,Panthers,62.0,Rain,Wet,16.880000000000006,18.233333333333327,22.6,0.0,0.0,7.666666666666668,8.0,0.0,4.0,24.0,27.33333333333333,30.0
29664,2015110801,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-11-08 18:00:00,9,Sunday,2015,Regular,CAR,GB,37,29,34.58,0,0,1,297,3,0,0,0,0,0,57,1,0,0,0,0,9,30,53f Mostly Cloudy,Panthers,2015.0,9.0,CAR,Carolina,Panthers,53.0,Mostly Cloudy,Good,19.020000000000007,19.22,20.724,0.0,0.0,7.0,8.0,0.0,10.0,35.0,31.66666666666667,29.6
29671,2015111503,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-11-15 18:00:00,10,Sunday,2015,Regular,TEN,CAR,10,27,20.98,0,0,0,217,1,0,0,0,0,0,23,1,0,0,0,0,9,26,60f Partly Cloudy,Titans,2015.0,10.0,TEN,Tennessee,Titans,60.0,Partly Cloudy,Good,34.580000000000005,23.49333333333333,21.66,0.0,0.0,7.666666666666668,8.4,0.0,9.0,30.0,29.66666666666667,29.4
29678,2015112206,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-11-22 18:00:00,11,Sunday,2015,Regular,CAR,WAS,44,16,31.44,0,0,0,246,5,0,0,0,0,0,16,0,0,0,0,0,4,34,52f Partly Cloudy,Panthers,2015.0,11.0,CAR,Carolina,Panthers,52.0,Partly Cloudy,Good,20.980000000000004,24.86,22.643999999999995,0.0,0.0,9.333333333333334,7.8,0.0,9.0,26.0,30.33333333333333,30.2
29683,2015112601,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-11-26 21:30:00,12,Thursday,2015,Regular,DAL,CAR,14,33,17.82,0,0,0,183,0,0,0,0,0,0,45,1,0,0,0,0,12,27,68f Humid and Mostly Cloudy,Cowboys,2015.0,12.0,DAL,Dallas,Cowboys,68.0,Humid and Mostly Cloudy,Good,31.44,29.0,24.579999999999995,0.0,0.0,7.333333333333332,7.2,0.0,4.0,34.0,30.0,29.8
29690,2015120607,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-12-06 21:25:00,13,Sunday,2015,Regular,NO,CAR,38,41,37.14,0,0,1,331,5,0,0,0,0,0,49,0,0,0,0,0,10,41,DOME,Saints,2015.0,13.0,NO,New Orleans,Saints,65.0,DOME,Good,17.820000000000004,23.41333333333333,24.767999999999994,0.0,0.0,8.333333333333334,8.8,0.0,12.0,27.0,29.0,30.4
29697,2015121307,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,CAR,ATL,38,0,23.0,0,0,0,265,3,0,0,0,0,0,4,0,0,0,0,0,3,21,70f Mostly Cloudy,Panthers,2015.0,14.0,CAR,Carolina,Panthers,70.0,Mostly Cloudy,Good,37.14000000000001,28.8,28.39199999999999,0.0,0.0,8.666666666666666,8.8,0.0,10.0,41.0,34.0,31.6
29703,2015122000,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-12-20 18:00:00,15,Sunday,2015,Regular,NYG,CAR,35,38,41.6,0,1,0,340,5,0,0,0,0,0,100,0,0,0,0,0,8,45,41f Clear,Giants,2015.0,15.0,NYG,New York,Giants,41.0,Clear,Good,23.00000000000001,25.986666666666665,26.075999999999986,0.0,0.0,8.333333333333334,7.6,0.0,3.0,21.0,29.66666666666667,29.8
29710,2015122707,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2015-12-27 18:00:00,16,Sunday,2015,Regular,ATL,CAR,20,13,14.28,0,1,0,142,0,0,0,0,0,0,46,1,0,0,0,0,7,30,DOME,Falcons,2015.0,16.0,ATL,Atlanta,Falcons,65.0,DOME,Good,41.60000000000001,33.91333333333333,30.199999999999992,0.0,0.0,7.0,7.4,0.0,8.0,45.0,35.666666666666664,33.6
29717,2016010312,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2016-01-03 21:25:00,17,Sunday,2015,Regular,CAR,TB,38,10,32.72,0,0,0,293,2,0,0,0,0,0,10,2,0,0,0,0,6,26,48f Clear,Panthers,2015.0,17.0,CAR,Carolina,Panthers,48.0,Clear,Good,14.280000000000006,26.293333333333337,26.76799999999999,0.0,0.0,6.0,8.0,0.0,7.0,30.0,32.0,32.8
31414,2015091311,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-09-13 20:25:00,1,Sunday,2015,Regular,TB,TEN,14,42,4.5,0,0,0,0,0,0,2,0,0,23,12,0,0,0,0,5,5,0,81f Mostly Cloudy,Buccaneers,2015.0,1.0,TB,Tampa Bay,Buccaneers,81.0,Mostly Cloudy,Good,3.996802888650564e-15,4.700000000000002,7.788000000000001,4.666666666666667,4.6,1.0,2.0,1.0,0.0,0.0,0.0,0.2
31416,2015092008,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-09-20 17:00:00,2,Sunday,2015,Regular,NO,TB,19,26,6.700000000000001,0,0,0,0,0,0,3,0,0,14,38,0,0,0,0,3,8,0,DOME,Saints,2015.0,2.0,NO,New Orleans,Saints,65.0,DOME,Good,4.5,,,,,,,5.0,5.0,0.0,,
31419,2015092703,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-09-27 17:00:00,3,Sunday,2015,Regular,HOU,TB,19,9,12.2,0,0,0,0,0,0,2,1,0,41,11,0,0,0,0,2,6,0,75f Mostly Cloudy,Texans,2015.0,3.0,HOU,Houston,Texans,75.0,Mostly Cloudy,Good,6.700000000000001,,,,,,,3.0,8.0,0.0,,
31422,2015100406,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-10-04 17:00:00,4,Sunday,2015,Regular,TB,CAR,23,37,12.8,0,0,0,0,0,0,3,1,0,30,23,0,0,0,0,5,6,0,75f Partly Cloudy,Buccaneers,2015.0,4.0,TB,Tampa Bay,Buccaneers,75.0,Partly Cloudy,Good,12.2,7.800000000000002,,3.333333333333333,,6.333333333333332,,2.0,6.0,0.0,0.0,
31425,2015101104,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-10-11 17:00:00,5,Sunday,2015,Regular,TB,JAX,38,31,15.6,0,0,0,0,0,0,4,0,0,85,51,0,0,0,0,4,12,0,83f Clear,Buccaneers,2015.0,5.0,TB,Tampa Bay,Buccaneers,83.0,Clear,Good,12.8,10.566666666666668,,3.333333333333333,,6.666666666666668,,5.0,6.0,0.0,0.0,
31428,2015102505,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-10-25 17:00:00,7,Sunday,2015,Regular,WAS,TB,31,30,5.6000000000000005,0,1,0,0,0,0,2,0,0,17,49,0,0,0,0,3,10,0,70f Mostly Cloudy,Redskins,2015.0,7.0,WAS,Washington,Redskins,70.0,Mostly Cloudy,Good,15.599999999999998,13.533333333333333,10.36,3.6666666666666665,3.8,8.0,7.4,4.0,12.0,0.0,0.0,0.0
31430,2015110105,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-11-01 18:00:00,8,Sunday,2015,Regular,ATL,TB,20,23,6.1000000000000005,0,0,0,0,0,0,3,0,0,24,22,0,0,0,0,4,6,0,DOME,Falcons,2015.0,8.0,ATL,Atlanta,Falcons,65.0,DOME,Good,5.599999999999998,11.333333333333336,10.580000000000002,4.0,3.4,9.333333333333334,8.4,3.0,10.0,0.0,0.0,0.0
31431,2015110807,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-11-08 21:05:00,9,Sunday,2015,Regular,TB,NYG,18,32,6.700000000000001,0,1,0,0,0,0,1,0,0,4,78,0,0,0,0,2,8,0,77f Mostly Cloudy,Buccaneers,2015.0,9.0,TB,Tampa Bay,Buccaneers,77.0,Mostly Cloudy,Good,6.099999999999999,9.1,10.46,3.6666666666666665,3.6,9.333333333333334,8.0,4.0,6.0,0.0,0.0,0.0
31434,2015111502,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-11-15 18:00:00,10,Sunday,2015,Regular,TB,DAL,10,6,4.1,0,0,0,0,0,0,2,0,0,13,18,0,0,0,0,5,5,0,77f Partly Cloudy,Buccaneers,2015.0,10.0,TB,Tampa Bay,Buccaneers,77.0,Partly Cloudy,Good,6.7,6.133333333333333,9.36,3.0,3.6,8.0,8.4,2.0,8.0,0.0,0.0,0.0
31437,2015112204,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-11-22 18:00:00,11,Sunday,2015,Regular,PHI,TB,17,45,14.4,0,0,0,0,0,0,3,1,0,26,43,0,0,0,0,4,10,0,48f Mostly Cloudy,Eagles,2015.0,11.0,PHI,Philadelphia,Eagles,48.0,Mostly Cloudy,Good,4.1,5.633333333333333,7.620000000000003,3.6666666666666665,3.6,6.333333333333332,8.2,5.0,5.0,0.0,0.0,0.0
31440,2015112904,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,IND,TB,25,12,5.4,0,0,0,0,0,0,3,0,0,31,8,0,0,0,0,3,4,0,DOME,Colts,2015.0,12.0,IND,Indianapolis,Colts,65.0,DOME,Good,14.4,8.399999999999999,7.380000000000001,3.6666666666666665,3.6,7.666666666666668,7.8,4.0,10.0,0.0,0.0,0.0
31443,2015120608,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-12-06 18:00:00,13,Sunday,2015,Regular,TB,ATL,23,19,8.700000000000001,0,0,0,0,0,0,2,0,0,21,56,0,0,0,0,3,7,0,78f Partly Cloudy,Buccaneers,2015.0,13.0,TB,Tampa Bay,Buccaneers,78.0,Partly Cloudy,Good,5.400000000000002,7.966666666666664,7.340000000000002,4.0,3.6,6.333333333333332,6.6,3.0,4.0,0.0,0.0,0.0
31446,2015121308,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,TB,NO,17,24,10.4,0,0,0,0,0,0,6,0,0,64,10,0,0,0,0,8,5,0,80f Partly Cloudy,Buccaneers,2015.0,14.0,TB,Tampa Bay,Buccaneers,80.0,Partly Cloudy,Good,8.700000000000003,9.499999999999998,7.860000000000001,3.333333333333333,3.4,7.0,6.8,3.0,7.0,0.0,0.0,0.0
31450,2015121700,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-12-18 01:25:00,15,Thursday,2015,Regular,STL,TB,31,23,8.7,0,0,0,0,0,0,3,0,0,22,50,0,0,0,0,3,7,0,,,,,,,,,,,10.4,8.166666666666664,8.6,4.666666666666667,4.6,5.333333333333333,6.2,8.0,5.0,0.0,0.0,0.0
31454,2015122708,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2015-12-27 18:00:00,16,Sunday,2015,Regular,TB,CHI,21,26,19.2,0,0,0,0,0,0,3,1,0,72,45,0,0,0,0,5,4,0,83f Clear,Buccaneers,2015.0,16.0,TB,Tampa Bay,Buccaneers,83.0,Clear,Good,8.700000000000001,9.266666666666664,9.52,4.666666666666667,4.2,6.333333333333332,6.6,3.0,7.0,0.0,0.0,0.0
31458,2016010312,00-0031390,TB,C.Sims,RB,5.0,72.0,211.0,2016-01-03 21:25:00,17,Sunday,2015,Regular,CAR,TB,38,10,13.4,0,0,0,0,0,0,9,0,0,74,15,0,0,0,0,11,4,0,48f Clear,Panthers,2015.0,17.0,CAR,Carolina,Panthers,48.0,Clear,Good,19.2,12.76666666666666,10.48,5.333333333333333,4.4,5.333333333333333,5.4,5.0,4.0,0.0,0.0,0.0
